average Silhouette Value = 0.134094

nFID			silhouette_val
783			-0.135025
784			0.240075
785			0.749471
786			-0.283087
787			0.243540
788			0.241002
789			0.385969
790			0.050680
791			0.165867
792			0.216637
793			0.117047
794			0.070073
795			0.111387
796			0.204904
797			-0.143363
798			-0.136435
799			0.275683
800			0.296815
801			-0.128626
802			0.170342
803			-0.175588
804			-0.240758
805			0.142371
806			0.284685
807			0.398896
808			0.253043
809			0.209801
810			-0.053689
811			0.413758
812			-0.067107
813			-0.171215
814			-0.051326
815			0.062209
816			0.271464
817			0.097767
818			0.026596
819			0.294034
820			0.350156
821			-0.132867
822			-0.123695
823			0.053699
824			-0.225004
825			0.070862
826			-0.578817
827			-0.113686
828			0.134250
829			-0.070165
830			0.145551
831			0.365387
832			-0.008739
833			0.391943
834			0.359513
835			0.391908
836			0.271083
837			0.212499
838			0.334577
839			0.206470
840			0.046958
841			0.254602
842			0.245188
843			0.185889
844			0.120489
845			0.411633
846			0.308975
847			0.157297
848			-0.073985
849			0.139462
850			0.048538
851			0.368860
852			0.112904
853			0.125340
854			0.215451
855			0.089854
856			0.050160
857			0.119771
858			0.009990
859			0.129201
860			0.227052
861			0.035942
862			0.109776
863			-0.149949
864			0.104120
865			0.014719
866			0.134764
867			0.211345
868			0.117385
869			0.188887
870			0.135383
871			0.256694
872			0.393330
873			0.106155
874			-0.008463
875			0.344382
876			-0.032607
877			0.162420
878			0.299740
879			0.257371
880			0.415709
881			0.021811
882			0.298668
883			0.087393
884			0.238537
885			0.278325
886			0.259744
887			-0.340207
888			0.378574
889			0.230743
890			0.210892
891			0.133107
892			0.405917
893			-0.003887
894			0.040690
895			-0.128845
896			0.402849
897			0.080074
898			0.076288
899			0.319659
900			0.075812
901			0.323349
902			0.121543
903			0.006671
904			0.269662
905			0.144115
906			0.032489
907			0.291517
908			-0.168941
909			-0.093248
910			-0.235313
911			0.382591
912			0.125226
913			-0.290097
914			0.199333
915			0.344970
916			0.236912
917			0.352429
918			0.060955
919			-0.068070
920			0.208909
921			-0.160493
922			0.348996
923			0.232985
924			0.276681
925			0.188398
926			0.020523
927			-0.157126
928			-0.224462
929			0.170677
930			-0.088555
931			0.262375
932			0.012458
933			0.003388
934			0.138093
935			-0.034198
936			0.203581
937			0.404022
938			0.333573
939			0.392101
940			0.246055
941			-0.051579
942			0.496405
943			0.272633
944			0.454586
945			0.097474
946			0.079443
947			0.265744
948			0.274245
949			-0.112911
950			0.372227
951			0.540811
952			0.176175
953			0.130050
954			0.295353
955			0.390176
956			0.087172
957			0.052534
958			0.054060
959			-0.028735
960			0.291893
961			-0.096380
962			0.391089
963			0.160434
964			0.290238
965			0.182981
966			0.327697
967			0.279949
968			0.328682
969			0.402855
970			0.260552
971			0.484431
972			0.068481
973			0.397401
974			0.355691
975			0.094021
976			0.460522
977			0.001915
978			0.283937
979			0.099876
980			0.310413
981			0.321529
982			0.338560
983			0.071835
984			0.340574
985			0.246419
986			0.112429
987			0.537114
988			0.451820
989			0.238760
990			0.189127
991			-0.139016
992			0.033727
993			-0.087543
994			0.101492
995			0.354604
996			0.088463
997			0.266718
998			0.228271
999			0.269999
1000			0.141603
1001			0.413977
1002			0.313539
1003			0.539888
1004			0.204673
1005			0.283509
1006			0.120790
1007			0.321286
1008			0.023941
1009			0.086535
1010			0.271556
1011			0.224024
1012			-0.140682
1013			0.043494
1014			0.083790
1015			0.046626
1016			-0.389598
1017			0.340255
1018			-0.114701
1019			0.056305
1020			0.389322
1021			-0.033111
1022			0.170743
1023			0.098375
1024			0.516805
1025			-0.183828
1026			0.072884
1027			0.208968
1028			0.458870
1029			0.074488
1030			0.201475
1031			0.022694
1032			0.171320
1033			0.079173
1034			-0.016497
1035			0.274706
1036			-0.007991
1037			0.085976
1038			0.309149
1039			0.199062
1040			0.094337
1041			0.045854
1042			0.046716
1043			-0.114355
1044			0.239649
1045			0.340332
1046			-0.233337
1047			0.062730
1048			0.096399
1049			0.314003
1050			0.281913
1051			0.145205
1052			0.363163
1053			-0.283835
1054			0.141041
1055			0.371593
1056			0.051661
1057			0.161597
1058			0.249029
1059			0.213911
1060			0.240010
1061			0.068836
1062			0.061727
1063			0.383168
1064			0.005654
1065			0.213036
1066			0.350178
1067			0.194741
1068			0.119066
1069			-0.441820
1070			-0.128293
1071			0.141804
1072			0.206503
1073			0.272707
1074			0.265065
1075			-0.005684
1076			0.273360
1077			-0.236641
1078			-0.059604
1079			0.041067
1080			0.259457
1081			0.297430
1082			-0.044099
1083			0.333678
1084			-0.176365
1085			0.109639
1086			0.325049
1087			0.213741
1088			0.035806
1089			0.027969
1090			0.183677
1091			0.018266
1092			0.105423
1093			-0.043538
1094			0.237107
1095			-0.130913
1096			0.078639
1097			-0.215379
1098			0.484751
1099			0.165764
1100			-0.183029
1101			0.186618
1102			-0.609802
1103			0.167559
1104			0.189985
1105			0.027041
1106			0.025886
1107			0.191048
1108			0.256884
1109			-0.008302
1110			0.087700
1111			0.155345
1112			0.061430
1113			0.231812
1114			0.407600
1115			0.108098
1116			0.077662
1117			0.116415
1118			0.169963
1119			0.294008
1120			0.069960
1121			0.009240
1122			0.036188
1123			0.128756
1124			0.419461
1125			0.269218
1126			0.363667
1127			-0.209788
1128			0.227860
1129			0.117352
1130			0.051615
1131			0.368695
1132			-0.037668
1133			-0.075144
1134			0.076342
1135			0.357834
1136			0.323003
1137			0.036924
1138			-0.046498
1139			0.106743
1140			0.283466
1141			0.000325
1142			-0.056597
1143			0.136271
1144			-0.051520
1145			0.196832
1146			-0.017774
1147			0.196398
1148			0.084261
1149			-0.008267
1150			-0.013779
1151			0.323023
1152			0.053829
1153			0.168662
1154			0.232881
1155			-0.122007
1156			0.135690
