average Silhouette Value = 0.233634

nFID			silhouette_val
1328			-0.164028
1329			0.044140
1330			0.281310
1331			0.408362
1332			0.177175
1333			0.276469
1334			0.181899
1335			0.449340
1336			0.114388
1337			0.236252
1338			0.164323
1339			0.282823
1340			0.036215
1341			0.298590
1342			0.181840
1343			0.523092
1344			0.342436
1345			0.446142
1346			0.463477
1347			0.045195
1348			0.187260
1349			0.381957
1350			0.442513
1351			0.377332
1352			0.295269
1353			-0.102287
1354			0.180116
1355			0.024232
1356			0.043785
1357			0.491909
1358			-0.084176
1359			0.085976
1360			-0.286330
1361			0.296447
1362			0.236578
1363			0.103731
1364			-0.106601
1365			-0.051003
1366			0.131028
1367			0.373620
1368			0.189189
1369			0.364442
1370			0.524067
1371			0.213595
1372			0.363997
1373			0.444479
1374			0.329331
1375			0.487323
1376			0.337884
1377			-0.226590
1378			0.345759
1379			0.205924
1380			0.501901
1381			0.486401
1382			0.150213
1383			0.044252
1384			0.393905
1385			0.151715
1386			0.165305
1387			0.419245
1388			0.154661
1389			0.271453
1390			0.139899
1391			0.138427
1392			0.165259
1393			0.066747
1394			0.102605
1395			0.223540
1396			0.145317
1397			0.004899
1398			0.201311
1399			-0.005783
1400			-0.462936
1401			0.329392
1402			0.405732
1403			0.000705
1404			0.262906
1405			0.343227
1406			-0.126951
1407			0.427675
1408			0.256656
1409			0.316107
1410			0.225549
1411			0.250509
1412			0.353576
1413			-0.012005
1414			0.240248
1415			0.551809
1416			0.008329
1417			0.450284
1418			0.304816
1419			0.378915
1420			0.048016
1421			0.506412
1422			0.215446
1423			0.382319
1424			0.184606
1425			0.298231
1426			0.245276
1427			0.492002
1428			0.143278
1429			0.164474
1430			0.429971
1431			0.275440
1432			0.330331
1433			0.385270
1434			0.434252
1435			0.465174
1436			0.306892
1437			0.260929
1438			0.153489
1439			0.369960
1440			-0.034122
1441			0.030070
1442			-0.145905
1443			0.462992
1444			0.389536
1445			0.157647
1446			0.381734
1447			0.334414
1448			0.419565
1449			0.283027
1450			0.114892
1451			-0.017261
1452			0.171190
1453			0.114264
1454			0.345113
1455			0.427171
1456			0.345952
1457			0.083070
1458			0.331760
1459			0.331767
1460			0.422832
1461			0.381696
1462			0.395371
1463			0.278333
1464			0.026676
1465			0.383056
1466			0.334879
1467			0.449242
1468			0.357514
1469			0.417929
1470			0.361542
1471			0.314421
1472			0.348491
1473			0.273503
1474			0.515009
1475			0.389662
1476			0.327987
1477			0.505417
1478			0.385453
1479			0.527259
1480			0.203313
1481			-0.144603
1482			0.258823
1483			0.538335
1484			0.020024
1485			0.157976
1486			0.150462
1487			0.370718
1488			-0.013934
1489			-0.030109
1490			0.456381
1491			0.332308
1492			-0.012899
1493			0.290777
1494			0.461956
1495			0.351090
1496			0.049982
1497			0.236180
1498			0.205841
1499			0.334799
1500			0.349730
1501			0.330257
1502			0.227736
1503			0.350327
1504			0.023900
1505			0.564173
1506			-0.175572
1507			0.263932
1508			0.140268
1509			-0.080525
1510			0.243872
1511			0.370064
1512			0.373284
1513			0.382822
1514			0.222514
1515			0.078562
1516			0.456189
1517			0.019512
1518			0.372482
1519			0.408180
1520			0.340859
1521			0.129550
1522			0.446754
1523			0.084444
1524			0.527718
1525			0.342808
1526			0.413715
1527			0.457194
1528			0.092085
1529			-0.125155
1530			0.051120
1531			0.328535
1532			0.380167
1533			0.216150
1534			0.312059
1535			0.445530
1536			0.405139
1537			0.208702
1538			0.375046
1539			0.515245
1540			0.440796
1541			0.402396
1542			0.407411
1543			0.298191
1544			0.343856
1545			0.329848
1546			0.397444
1547			0.152000
1548			0.301140
1549			0.456482
1550			0.440301
1551			0.309093
1552			-0.338320
1553			0.386300
1554			0.186772
1555			-0.091213
1556			-0.432016
1557			0.425960
1558			0.563122
1559			0.451762
1560			0.189402
1561			0.348192
1562			0.369010
1563			0.352757
1564			0.014501
1565			-0.177857
1566			0.250600
1567			0.215026
1568			0.355110
