BID,Time1500,Time1501,Time1502,Time1503,Time1504,Time1505,Time1506,Time1507,Time1508,Time1509,Time1510,Time1511,Time1512,Time1513,Time1514,Time1515,Time1516,Time1517,Time1518,Time1519,Time1520,Time1521,Time1522,Time1523,Time1600,Time1601,Time1602,Time1603,Time1604,Time1605,Time1606,Time1607,Time1608,Time1609,Time1610,Time1611,Time1612,Time1613,Time1614,Time1615,Time1616,Time1617,Time1618,Time1619,Time1620,Time1621,Time1622,Time1623,Time1700,Time1701,Time1702,Time1703,Time1704,Time1705,Time1706,Time1707,Time1708,Time1709,Time1710,Time1711,Time1712,Time1713,Time1714,Time1715,Time1716,Time1717,Time1718,Time1719,Time1720,Time1721,Time1722,Time1723,Time1800,Time1801,Time1802,Time1803,Time1804,Time1805,Time1806,Time1807,Time1808,Time1809,Time1810,Time1811,Time1812,Time1813,Time1814,Time1815,Time1816,Time1817,Time1818,Time1819,Time1820,Time1821,Time1822,Time1823,Time1900,Time1901,Time1902,Time1903,Time1904,Time1905,Time1906,Time1907,Time1908,Time1909,Time1910,Time1911,Time1912,Time1913,Time1914,Time1915,Time1916,Time1917,Time1918,Time1919,Time1920,Time1921,Time1922,Time1923,Time2000,Time2001,Time2002,Time2003,Time2004,Time2005,Time2006,Time2007,Time2008,Time2009,Time2010,Time2011,Time2012,Time2013,Time2014,Time2015,Time2016,Time2017,Time2018,Time2019,Time2020,Time2021,Time2022,Time2023,Time2100,Time2101,Time2102,Time2103,Time2104,Time2105,Time2106,Time2107,Time2108,Time2109,Time2110,Time2111,Time2112,Time2113,Time2114,Time2115,Time2116,Time2117,Time2118,Time2119,Time2120,Time2121,Time2122,Time2123
270,23.2511 ,19.1584 ,11.4143 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.4143 ,31.7719 ,36.7858 ,32.8863 ,31.8235 ,39.8501 ,33.8630 ,32.6900 ,46.5144 ,31.8235 ,57.6583 ,34.0215 ,43.9032 ,33.6094 ,33.8630 ,18.4186 ,28.1126 ,20.3471 ,22.8287 ,11.4143 ,4.6060 ,0.0000 ,0.0000 ,0.0000 ,11.4143 ,15.7136 ,16.8248 ,28.5949 ,37.4549 ,39.9789 ,55.6197 ,35.7765 ,17.9240 ,39.9895 ,35.4082 ,26.6132 ,14.7923 ,34.0949 ,34.1511 ,31.2106 ,34.2430 ,15.2141 ,11.4143 ,11.4143 ,4.6438 ,0.0000 ,0.0000 ,0.0000 ,11.2701 ,19.6384 ,59.7361 ,16.5887 ,39.4962 ,43.9715 ,27.7649 ,25.5038 ,20.7418 ,43.7844 ,49.7947 ,31.4271 ,42.5058 ,33.1262 ,19.5678 ,42.1721 ,26.3211 ,15.2141 ,9.7716 ,11.4143 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.4143 ,27.4700 ,30.2324 ,38.6472 ,24.5255 ,31.3596 ,31.1689 ,31.2572 ,37.7469 ,50.2656 ,40.1688 ,15.2234 ,24.7496 ,34.3509 ,33.1262 ,26.8727 ,33.1262 ,22.8287 ,10.1662 ,11.4143 ,0.0000 ,0.0000 ,0.0000 ,0.2657 ,10.0751 ,30.5391 ,26.5531 ,25.7705 ,31.4978 ,30.2231 ,21.1039 ,42.4203 ,15.2535 ,37.5731 ,55.3285 ,43.5855 ,37.3036 ,60.5564 ,31.3977 ,23.1808 ,35.1616 ,20.6375 ,22.8287 ,11.4143 ,4.8088 ,0.0000 ,0.0000 ,0.0169 ,11.4143 ,15.8204 ,50.8415 ,52.3560 ,33.6881 ,56.2433 ,24.9156 ,27.7649 ,38.6018 ,34.9739 ,48.1762 ,15.4330 ,21.7727 ,22.1801 ,16.2779 ,43.3072 ,20.2038 ,29.5342 ,25.4137 ,22.8287 ,9.1410 ,0.0000 ,0.0000 ,6.4527 ,9.0467 ,23.9093 ,30.2324 ,29.5196 ,21.0574 ,34.3387 ,15.2535 ,43.5964 ,33.7308 ,68.4860 ,39.2145 ,46.9887 ,34.1511 ,68.4860 ,26.1749 ,39.6654 ,30.4252 
271,51.8320 ,73.1139 ,22.7629 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,26.1446 ,60.1712 ,84.3302 ,91.7764 ,84.3307 ,83.9311 ,107.0520 ,84.2877 ,87.2445 ,93.9634 ,88.2915 ,75.8947 ,69.0888 ,53.0509 ,162.9837 ,58.6158 ,81.8885 ,96.1814 ,73.3504 ,1.4346 ,3.8189 ,0.0000 ,0.0000 ,4.3483 ,75.1169 ,58.3846 ,50.1963 ,78.1708 ,75.5948 ,64.0154 ,101.5884 ,102.0831 ,79.9753 ,76.2002 ,106.0073 ,63.4449 ,75.5860 ,58.2828 ,50.1877 ,85.2063 ,81.3227 ,64.2691 ,75.1169 ,34.7178 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,40.9809 ,74.9197 ,80.9436 ,87.0165 ,87.6213 ,76.2825 ,65.8019 ,111.1487 ,86.4982 ,82.9059 ,96.6926 ,69.9608 ,86.8190 ,89.3727 ,75.0634 ,83.6677 ,99.5096 ,49.2792 ,30.3211 ,28.4851 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,68.1912 ,113.3582 ,78.9563 ,114.2527 ,115.9376 ,71.8964 ,150.0272 ,151.9540 ,80.8240 ,101.1415 ,77.4774 ,61.5837 ,75.3467 ,54.3005 ,59.4553 ,52.1601 ,76.5373 ,46.2690 ,52.4653 ,23.2066 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,35.8273 ,82.1968 ,73.4707 ,103.3736 ,86.3430 ,74.8945 ,87.1368 ,71.9695 ,69.5262 ,134.5519 ,91.2136 ,106.2515 ,67.3587 ,63.1711 ,56.2027 ,98.8112 ,89.9240 ,58.7392 ,61.3521 ,63.0355 ,1.7254 ,0.0000 ,0.0000 ,0.0000 ,75.1169 ,139.5676 ,77.7280 ,110.9494 ,135.1058 ,56.9573 ,63.3610 ,167.9081 ,74.0461 ,52.3251 ,75.5629 ,68.6228 ,55.5476 ,98.8236 ,69.7114 ,93.7551 ,66.0529 ,70.9754 ,130.5395 ,41.6607 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1188 ,51.0332 ,161.2925 ,198.0022 ,94.9230 ,76.2807 ,68.5839 ,88.5064 ,67.8320 ,69.2995 ,56.3865 ,82.3117 ,52.6823 ,120.1938 ,56.5692 ,78.6842 ,95.6780 
272,42.2460 ,39.6083 ,13.6313 ,13.2054 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,14.1584 ,34.4258 ,31.2227 ,40.9940 ,36.9417 ,31.7632 ,28.2485 ,29.0603 ,25.8156 ,22.4274 ,31.9409 ,36.0051 ,31.1830 ,59.4124 ,59.0166 ,43.2439 ,39.6083 ,39.6083 ,20.4149 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,19.8041 ,52.3153 ,59.4124 ,34.9498 ,52.1074 ,32.0253 ,63.5972 ,53.5212 ,59.4124 ,34.6346 ,59.4124 ,24.2642 ,35.5253 ,51.1536 ,44.6133 ,41.4247 ,39.6083 ,39.6083 ,19.2062 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,19.8041 ,49.0761 ,44.0392 ,43.1708 ,59.3919 ,21.2551 ,24.3388 ,48.5596 ,49.2330 ,59.4124 ,38.0198 ,47.6569 ,59.2102 ,58.3335 ,58.6160 ,65.5924 ,46.2655 ,24.2632 ,19.8041 ,19.8041 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,23.9128 ,33.4722 ,40.1708 ,59.4108 ,49.3601 ,24.9563 ,59.4124 ,54.2893 ,23.7651 ,47.8713 ,28.5280 ,46.1753 ,45.4024 ,49.9582 ,40.6214 ,49.6010 ,40.1236 ,39.6083 ,19.8041 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,20.4662 ,59.4124 ,33.9503 ,50.4281 ,50.9230 ,39.6083 ,22.8616 ,19.4698 ,34.7469 ,72.9135 ,46.7045 ,49.0761 ,24.9231 ,59.4124 ,69.8381 ,35.5622 ,46.2876 ,39.6083 ,15.3328 ,19.8041 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,18.1903 ,43.9021 ,79.2166 ,73.0543 ,34.5051 ,39.4429 ,59.4124 ,34.8381 ,35.4046 ,39.1835 ,31.9219 ,59.4124 ,79.2166 ,79.2166 ,33.9299 ,49.2690 ,63.3968 ,45.9408 ,36.0935 ,15.1214 ,0.0000 ,0.0000 ,0.0000 ,19.8041 ,16.5487 ,35.8026 ,50.0469 ,59.4124 ,40.0468 ,59.4124 ,35.8956 ,59.4124 ,15.0387 ,31.3733 ,46.1411 ,59.4124 ,59.4124 ,28.4797 ,59.4124 ,49.6827 
273,18.3569 ,17.0571 ,11.7422 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.7422 ,8.6260 ,35.0827 ,22.6354 ,23.4843 ,21.9299 ,14.1819 ,35.2265 ,22.2434 ,19.7437 ,20.1751 ,28.4575 ,34.4239 ,30.2286 ,35.2265 ,20.9493 ,17.5415 ,23.4843 ,7.9289 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.7422 ,8.4797 ,24.1714 ,21.2013 ,35.2265 ,39.3085 ,23.3267 ,28.5483 ,41.1062 ,33.3752 ,26.3382 ,35.2265 ,20.2660 ,31.9382 ,33.3752 ,22.0944 ,20.3298 ,15.9799 ,11.7422 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.7422 ,23.4843 ,24.3254 ,13.3243 ,35.2265 ,16.8132 ,20.7492 ,24.1721 ,34.2102 ,17.8722 ,14.0910 ,27.5283 ,31.9282 ,24.1721 ,41.4085 ,28.4943 ,15.8551 ,23.4843 ,11.7422 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.7422 ,23.4843 ,21.4469 ,14.7957 ,35.2265 ,25.9638 ,33.1850 ,20.1852 ,30.0491 ,45.5186 ,17.2969 ,40.8898 ,15.4421 ,28.5542 ,35.2265 ,24.6164 ,23.3310 ,15.9799 ,11.7422 ,1.6901 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.7422 ,23.3310 ,15.1712 ,35.2265 ,23.4843 ,20.1731 ,25.4025 ,31.9728 ,31.1003 ,42.5936 ,42.1841 ,22.6922 ,20.9736 ,19.5349 ,32.8284 ,35.2265 ,17.3692 ,23.4843 ,11.7422 ,11.7422 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,3.0950 ,11.6777 ,34.7582 ,27.8735 ,19.1816 ,24.1431 ,18.7547 ,35.2265 ,27.9479 ,26.9372 ,26.3751 ,15.7067 ,26.9009 ,27.3648 ,20.1623 ,14.7693 ,17.3567 ,17.0850 ,16.2429 ,11.7422 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,8.0431 ,11.6777 ,15.1712 ,17.5562 ,23.4557 ,34.6893 ,54.7331 ,18.8361 ,19.8251 ,20.4502 ,46.9687 ,22.5383 ,15.6609 ,40.6819 ,26.9500 ,35.2265 ,14.6892 
274,42.9184 ,57.4646 ,25.0252 ,0.1431 ,0.0000 ,0.0000 ,0.0000 ,25.0252 ,32.4412 ,28.2848 ,56.6290 ,63.2591 ,56.0631 ,91.9944 ,121.3750 ,51.8443 ,31.0273 ,81.7172 ,71.8236 ,39.3913 ,48.0797 ,46.6110 ,51.0439 ,51.9013 ,43.1549 ,25.7630 ,16.8942 ,3.6741 ,0.0000 ,0.0000 ,24.2808 ,25.0252 ,33.0125 ,32.2344 ,33.8183 ,96.0351 ,70.7429 ,51.8263 ,105.1368 ,66.1595 ,49.6699 ,56.4764 ,65.8008 ,65.6835 ,106.1206 ,66.2573 ,82.5671 ,75.0756 ,36.1435 ,44.0223 ,25.0252 ,2.3820 ,0.0000 ,0.0000 ,0.0000 ,25.0252 ,37.9348 ,67.2331 ,49.1388 ,97.5424 ,84.2536 ,42.6767 ,61.4124 ,41.6406 ,69.3490 ,148.6302 ,99.9422 ,148.4076 ,93.7151 ,50.0372 ,58.6170 ,85.7877 ,110.2058 ,50.0504 ,25.0252 ,0.0017 ,0.0000 ,0.0000 ,0.0042 ,18.7351 ,42.3705 ,43.3183 ,59.2924 ,46.7142 ,89.0846 ,82.1163 ,63.7174 ,58.3525 ,67.7842 ,41.6442 ,54.0522 ,37.5759 ,96.0351 ,75.1721 ,67.2851 ,85.7877 ,73.1877 ,17.1681 ,48.5384 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,25.0252 ,50.0504 ,73.0786 ,79.3658 ,93.9538 ,57.3708 ,68.0361 ,48.6008 ,56.0299 ,106.1206 ,64.8703 ,148.6302 ,88.7609 ,46.8481 ,94.4442 ,48.9457 ,39.4209 ,63.6200 ,33.2166 ,25.0252 ,0.0743 ,0.0000 ,0.0000 ,0.0000 ,25.0252 ,26.0862 ,33.9408 ,60.0605 ,66.1420 ,78.2800 ,58.5036 ,70.8066 ,64.2864 ,78.9192 ,96.9668 ,63.6504 ,77.7331 ,47.3978 ,78.9900 ,36.7736 ,33.7212 ,67.2601 ,73.1918 ,36.0280 ,29.6462 ,0.0000 ,0.0000 ,2.0263 ,25.0252 ,16.7055 ,37.5270 ,68.2960 ,40.4721 ,46.2950 ,90.7285 ,48.1021 ,41.1722 ,82.9804 ,41.0450 ,53.5509 ,61.2351 ,47.1200 ,42.1232 ,75.9469 ,38.2166 
275,42.8916 ,56.0671 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,56.0671 ,66.3924 ,84.1218 ,47.2179 ,32.2686 ,48.5810 ,111.8312 ,44.9525 ,57.2847 ,55.3453 ,105.9985 ,53.4288 ,104.1429 ,75.7904 ,72.1781 ,51.0611 ,83.6067 ,62.3600 ,49.9877 ,0.1163 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,42.7998 ,58.2221 ,68.0687 ,35.8763 ,36.4349 ,33.3498 ,31.8178 ,49.0828 ,74.6649 ,39.8512 ,37.5375 ,47.3744 ,52.5744 ,59.0384 ,50.5899 ,67.4551 ,55.3919 ,69.6213 ,49.0939 ,10.3482 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,38.5632 ,62.2985 ,65.3910 ,64.5820 ,29.2195 ,45.8646 ,48.0050 ,51.8830 ,51.0820 ,47.6899 ,47.0084 ,63.1649 ,74.1410 ,44.5989 ,71.1545 ,78.1631 ,65.1226 ,36.4672 ,56.0671 ,0.1451 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,38.3703 ,69.0624 ,72.5174 ,94.7006 ,50.6372 ,49.0083 ,67.1003 ,63.1378 ,39.9010 ,68.3069 ,50.3614 ,52.0900 ,63.1072 ,54.0040 ,112.1373 ,71.4858 ,79.4487 ,37.5001 ,43.4306 ,0.0342 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,56.0671 ,52.0436 ,53.8193 ,45.0949 ,48.4788 ,39.6829 ,57.8562 ,50.1496 ,36.1172 ,74.7359 ,132.1569 ,44.8951 ,55.3367 ,69.6065 ,79.0675 ,113.9723 ,106.0286 ,62.4507 ,56.0671 ,48.5626 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,38.4868 ,42.4345 ,73.4802 ,45.4414 ,75.4714 ,58.1911 ,57.9219 ,62.5533 ,61.4653 ,55.5866 ,41.9148 ,64.7886 ,74.8489 ,66.8890 ,68.1647 ,61.5892 ,60.3565 ,52.4950 ,52.1689 ,29.7376 ,0.0000 ,0.0000 ,0.0000 ,31.3124 ,37.5585 ,69.6129 ,52.4726 ,54.0516 ,53.1281 ,56.4556 ,74.1579 ,59.8923 ,46.5164 ,91.9450 ,84.1422 ,108.2964 ,44.7387 ,28.6927 ,40.7357 ,46.8813 ,112.1772 
276,43.3824 ,21.8375 ,21.8375 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,11.4774 ,26.6500 ,48.5287 ,32.1074 ,62.6614 ,26.9652 ,54.6889 ,53.6027 ,70.6686 ,72.3774 ,50.7863 ,58.6235 ,80.5188 ,63.8593 ,48.7341 ,87.3501 ,43.1254 ,65.5125 ,15.3074 ,21.8375 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,65.5125 ,54.8813 ,54.0039 ,45.3341 ,53.9425 ,65.5125 ,86.5863 ,87.3501 ,87.3501 ,87.3501 ,37.4874 ,75.0358 ,48.0239 ,65.5125 ,37.5632 ,62.7633 ,43.6750 ,21.6310 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,52.0172 ,45.4409 ,37.5267 ,65.5125 ,56.0948 ,43.8828 ,42.4218 ,41.8516 ,33.4138 ,34.4479 ,38.2595 ,64.0660 ,62.7633 ,65.5125 ,65.5125 ,26.3618 ,24.9826 ,21.8375 ,1.4495 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,22.1953 ,46.5388 ,37.8278 ,65.5125 ,25.7768 ,65.5125 ,37.7443 ,42.1396 ,65.5125 ,87.3501 ,65.5125 ,87.3501 ,27.9449 ,65.5125 ,65.5125 ,26.3494 ,22.8368 ,21.8375 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,43.6750 ,44.2194 ,87.3501 ,65.5125 ,86.9193 ,65.5125 ,65.5125 ,47.7381 ,65.5125 ,40.0056 ,65.5125 ,47.5937 ,55.7607 ,52.3860 ,44.2194 ,65.5125 ,43.6750 ,20.5291 ,20.6441 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,43.6750 ,56.7697 ,68.7810 ,36.7445 ,65.5125 ,27.8429 ,61.1269 ,43.5433 ,60.3357 ,36.3549 ,61.2617 ,46.7421 ,43.6750 ,64.6892 ,37.8559 ,37.1048 ,64.0746 ,29.2251 ,43.6750 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,21.8375 ,43.6750 ,44.2194 ,37.8559 ,82.7988 ,55.5581 ,65.5125 ,54.3257 ,35.3964 ,65.5125 ,65.5125 ,65.5125 ,65.5125 ,87.3501 ,40.0728 ,37.8494 ,54.0951 
277,11.3580 ,18.6355 ,9.3177 ,0.2936 ,0.0000 ,0.0000 ,0.0000 ,9.3177 ,18.6355 ,27.1816 ,30.4862 ,35.0197 ,26.7943 ,26.7943 ,26.6960 ,33.0259 ,30.4862 ,31.9597 ,31.4542 ,21.6528 ,21.6489 ,22.0161 ,46.5887 ,25.6093 ,22.4676 ,18.6355 ,9.3177 ,7.6551 ,0.0000 ,0.0000 ,0.0000 ,6.5340 ,27.7896 ,36.4432 ,61.8890 ,26.8841 ,23.5418 ,35.7515 ,27.2001 ,73.2248 ,27.2205 ,18.5760 ,36.4081 ,35.4029 ,46.5887 ,26.2210 ,37.8294 ,24.6817 ,18.6310 ,18.6355 ,9.3177 ,9.3177 ,0.0000 ,0.0000 ,0.0000 ,9.3177 ,27.9532 ,26.8033 ,54.9195 ,29.1951 ,22.3019 ,45.7661 ,24.6817 ,32.0535 ,26.8841 ,16.0564 ,42.4646 ,26.5782 ,24.6817 ,46.5887 ,46.5887 ,24.6817 ,11.4993 ,16.4552 ,6.2724 ,7.6455 ,0.0000 ,0.0000 ,0.0000 ,11.1584 ,29.2878 ,44.2046 ,31.2242 ,55.9064 ,46.5887 ,17.1423 ,26.8841 ,23.7050 ,27.8706 ,16.5301 ,36.2392 ,37.2709 ,22.1221 ,37.3667 ,50.6206 ,18.6310 ,18.6310 ,17.1125 ,9.3177 ,9.3177 ,0.0000 ,0.0000 ,0.8039 ,6.2771 ,27.9532 ,46.5887 ,55.9064 ,24.6817 ,34.1121 ,25.4426 ,34.1121 ,54.9195 ,36.6431 ,25.6345 ,22.1221 ,27.1940 ,22.9976 ,22.3398 ,46.5887 ,36.0236 ,16.0502 ,11.2143 ,9.3177 ,9.3177 ,0.0000 ,0.0000 ,0.0000 ,9.3177 ,16.4640 ,25.0866 ,39.2771 ,44.9591 ,22.9976 ,30.1039 ,64.0721 ,24.4305 ,25.9261 ,27.8706 ,37.2709 ,25.2996 ,14.8411 ,45.7361 ,12.8296 ,33.0158 ,27.2084 ,18.6310 ,18.6355 ,8.8093 ,9.1614 ,2.0641 ,9.3177 ,7.3431 ,16.4640 ,20.9674 ,37.2709 ,37.2709 ,36.5823 ,45.7661 ,21.8418 ,30.9015 ,12.3540 ,20.8279 ,20.6634 ,42.6447 ,20.6634 ,46.5887 ,25.7146 ,37.2709 
278,2.5013 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0998 ,5.1386 ,5.8076 ,4.5248 ,2.3198 ,2.5635 ,30.8916 ,15.3259 ,20.2422 ,24.3949 ,29.5131 ,20.4925 ,5.5204 ,2.5013 ,11.7988 ,2.5013 ,2.7518 ,0.3350 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0778 ,6.1616 ,2.5216 ,10.5798 ,2.2550 ,16.0450 ,28.4912 ,8.0780 ,7.8126 ,21.2393 ,3.8709 ,12.5117 ,7.3429 ,2.4895 ,3.3246 ,2.2571 ,0.0316 ,0.0316 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.5765 ,3.8922 ,2.3836 ,5.7848 ,2.1719 ,2.3029 ,2.6639 ,2.2966 ,33.1657 ,2.2549 ,4.4891 ,21.7869 ,4.8663 ,22.2309 ,5.5392 ,26.0293 ,0.0009 ,1.1522 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0001 ,10.5261 ,2.2158 ,2.0580 ,2.0979 ,1.8850 ,9.0278 ,9.2921 ,5.9081 ,15.0550 ,2.6673 ,8.4430 ,3.2928 ,7.3255 ,4.4426 ,26.0293 ,2.7518 ,2.4031 ,3.1928 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,2.7518 ,7.6173 ,34.3612 ,2.6646 ,7.2795 ,2.2078 ,12.5081 ,7.0556 ,8.9020 ,19.6745 ,10.8068 ,8.0266 ,20.8339 ,5.4898 ,6.3130 ,8.9283 ,9.1443 ,9.3562 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0522 ,0.0000 ,4.6429 ,13.4906 ,12.5447 ,17.7649 ,2.8604 ,26.3875 ,7.3683 ,5.8366 ,17.8112 ,5.8759 ,4.6423 ,4.7367 ,21.4292 ,15.3596 ,4.4503 ,8.4559 ,2.2571 ,2.5013 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.8020 ,5.1334 ,3.9696 ,18.1557 ,7.5177 ,10.6339 ,11.1155 ,26.1276 ,9.9766 ,2.3902 ,13.3358 ,5.7253 ,6.0091 ,3.2821 ,4.3729 ,3.0797 ,6.0406 
279,10.3186 ,5.1593 ,5.1593 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,3.3357 ,9.6781 ,9.3264 ,11.0792 ,8.1558 ,8.1106 ,9.6961 ,8.8190 ,6.0537 ,9.5486 ,8.7559 ,8.2273 ,6.5634 ,12.1508 ,6.9498 ,6.5332 ,10.3186 ,5.1593 ,3.9431 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,10.3186 ,10.3186 ,6.5321 ,9.3958 ,5.0344 ,10.3186 ,6.6742 ,11.3202 ,7.4702 ,9.9036 ,10.3186 ,20.6372 ,6.7685 ,9.7180 ,8.9342 ,9.2104 ,9.2154 ,5.1593 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,7.1371 ,10.3186 ,11.3202 ,6.2675 ,10.2082 ,7.5060 ,9.0528 ,8.6389 ,8.9802 ,10.3186 ,10.3186 ,10.3186 ,9.0528 ,8.2356 ,9.9937 ,13.8064 ,10.1567 ,5.1593 ,5.1593 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,10.3186 ,10.3186 ,9.6827 ,3.4756 ,5.1593 ,3.0493 ,9.3958 ,10.1645 ,8.8949 ,10.2082 ,3.7651 ,8.8761 ,10.3186 ,9.2070 ,15.4779 ,13.5860 ,10.1567 ,5.1593 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,9.2054 ,10.3186 ,3.5220 ,13.8013 ,9.9627 ,6.5321 ,10.3186 ,11.3202 ,10.3186 ,3.6459 ,4.1634 ,4.1634 ,4.2425 ,5.0208 ,15.4779 ,7.7746 ,10.3186 ,5.1593 ,5.1593 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,5.1593 ,4.3991 ,13.3351 ,15.4779 ,2.1581 ,10.3186 ,10.3186 ,15.2807 ,15.4779 ,13.3178 ,10.3186 ,5.2098 ,5.2303 ,15.4779 ,6.2646 ,15.4779 ,20.6372 ,9.2137 ,10.1050 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,5.1593 ,10.3186 ,15.4779 ,6.2646 ,10.3186 ,6.2646 ,7.5060 ,10.3186 ,10.1652 ,10.3186 ,2.7043 ,4.8945 ,9.9632 ,10.3186 ,6.1989 ,15.4779 ,9.5460 
280,78.6955 ,39.6944 ,44.7650 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,44.7650 ,40.3599 ,64.3986 ,109.5878 ,38.0147 ,51.0826 ,65.0766 ,79.9469 ,87.5726 ,63.1383 ,55.9796 ,60.6818 ,48.9637 ,78.6971 ,99.7226 ,68.4559 ,73.2237 ,89.5301 ,32.8720 ,26.4099 ,0.1910 ,0.0278 ,0.0000 ,0.5281 ,34.9228 ,70.9418 ,83.4989 ,54.0006 ,58.6892 ,57.7924 ,53.2181 ,74.1401 ,119.4207 ,73.2625 ,94.5629 ,85.7436 ,92.2992 ,68.0798 ,84.0929 ,80.1116 ,68.3769 ,54.9757 ,61.1928 ,41.9729 ,0.4109 ,0.0000 ,0.0000 ,0.0000 ,44.7650 ,73.5984 ,114.2035 ,57.8346 ,117.9177 ,94.5896 ,49.3860 ,79.0435 ,53.5352 ,60.8607 ,29.0001 ,74.4162 ,92.2319 ,77.2797 ,94.5766 ,52.6125 ,62.0435 ,96.0600 ,30.5039 ,44.7650 ,0.5438 ,0.0000 ,0.0000 ,0.0000 ,44.7650 ,30.8916 ,65.0986 ,108.5261 ,75.6018 ,83.3103 ,84.8896 ,24.0131 ,25.3441 ,67.6972 ,66.6603 ,82.5857 ,96.1399 ,60.6785 ,33.5396 ,100.5031 ,85.7578 ,103.7515 ,36.6457 ,44.7650 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,44.7650 ,76.4413 ,89.2913 ,96.0541 ,42.1166 ,41.6156 ,57.1994 ,55.3363 ,81.9630 ,93.7538 ,55.9728 ,54.7711 ,59.7112 ,89.9440 ,115.2493 ,69.8138 ,48.6887 ,47.2748 ,31.2690 ,44.7650 ,0.3776 ,0.0000 ,0.0000 ,0.0000 ,29.2546 ,29.8201 ,98.2113 ,42.5558 ,48.9854 ,115.7077 ,90.2042 ,30.7023 ,67.6059 ,63.4773 ,100.2142 ,74.8947 ,98.0674 ,32.7936 ,32.0529 ,53.3046 ,58.0891 ,60.1855 ,114.6798 ,73.0336 ,30.3514 ,0.0000 ,0.0000 ,0.0000 ,40.5780 ,52.8424 ,79.2748 ,80.1069 ,36.8664 ,113.9946 ,138.4394 ,43.6946 ,66.1341 ,76.1072 ,65.5505 ,80.5617 ,89.6948 ,98.2478 ,37.1451 ,36.9995 ,61.1279 
